"RFID","Date","Time","Feeder","Antenna","Site"
"0110172F12","06/12/2019","17:58:34","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","18:01:16","LSSI2",2,"LSSI"
"01101738AD","06/12/2019","18:04:21","LSSI2",1,"LSSI"
"01101738AD","06/12/2019","18:18:14","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","19:15:18","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","19:15:27","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","19:15:35","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","19:15:44","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","19:16:00","LSSI2",2,"LSSI"
"0110171F62","06/12/2019","19:20:02","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:06:26","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:06:44","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:06:53","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:07:03","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:07:14","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:07:23","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:07:32","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:07:42","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:07:51","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:08:00","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:08:10","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:08:19","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:08:30","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:08:39","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:08:48","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:09:00","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:09:09","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:09:18","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:09:27","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:09:36","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:09:46","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:09:55","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:11:54","LSSI2",2,"LSSI"
"0110172F12","06/12/2019","20:12:03","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","07:29:18","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","07:29:26","LSSI2",2,"LSSI"
"01101738AD","06/13/2019","07:29:35","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:06:22","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:06:31","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:06:40","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:06:59","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:07:58","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:08:07","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:08:55","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:09:16","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:09:32","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:09:43","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:09:55","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","08:10:06","LSSI2",2,"LSSI"
"01101738EA","06/13/2019","09:05:24","LSSI2",2,"LSSI"
"01101738EA","06/13/2019","09:05:33","LSSI2",2,"LSSI"
"01101738EA","06/13/2019","09:05:43","LSSI2",2,"LSSI"
"01101738EA","06/13/2019","09:05:52","LSSI2",2,"LSSI"
"01101738EA","06/13/2019","09:06:03","LSSI2",2,"LSSI"
"01101738EA","06/13/2019","09:06:12","LSSI2",2,"LSSI"
"01101738EA","06/13/2019","09:08:44","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","09:44:41","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","09:46:12","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","09:46:23","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","09:46:32","LSSI2",1,"LSSI"
"0110171F62","06/13/2019","09:47:50","LSSI2",2,"LSSI"
