1
01103F6F8D,05/17/2019 11:10:32,JQL,1
01103F6F8D,05/17/2019 11:10:41,JQL,1
01103F6F8D,05/17/2019 11:11:41,JQL,2
01103F6F8D,05/17/2019 11:39:15,JQL,1
01103F6F8D,05/26/2019 10:55:04,CC5,2
01103F6F8D,05/26/2019 10:55:07,CC5,1
01103F686A,05/26/2019 11:12:37,CC5,1
01103F686A,05/26/2019 11:12:51,CC5,1
01103F686A,05/26/2019 11:13:02,CC5,1
01103F686A,05/26/2019 11:13:11,CC5,1
01103F686A,05/26/2019 11:13:20,CC5,1
01103F686A,05/26/2019 11:13:29,CC5,1
01103F686A,05/26/2019 11:13:38,CC5,1
01103F686A,05/26/2019 11:13:47,CC5,1
01103F686A,05/26/2019 11:13:56,CC5,1
01103F686A,05/26/2019 14:21:31,CC5,1
01103F686A,05/26/2019 14:22:50,CC5,1
01103F686A,05/26/2019 14:23:42,CC5,1
01103F686A,05/26/2019 15:18:45,CC5,1
01103F686A,05/26/2019 15:19:07,CC5,1
01103F686A,05/26/2019 15:19:23,CC5,1
01103F686A,05/26/2019 15:19:35,CC5,1
01103F686A,05/26/2019 15:19:44,CC5,2
01103F686A,05/26/2019 15:21:33,CC5,1
01103F686A,05/26/2019 17:14:13,CC5,2
01103F3B06,05/26/2019 17:14:19,CC5,1
01103F686A,05/26/2019 17:14:20,CC5,2
01103F3B06,05/26/2019 17:14:22,CC5,1
01103F686A,05/26/2019 17:14:23,CC5,2
01103F3B06,05/26/2019 17:14:24,CC5,1
01103F686A,05/26/2019 17:14:25,CC5,2
01103F3B06,05/26/2019 17:14:27,CC5,1
01103F686A,05/26/2019 17:14:28,CC5,2
01103F3B06,05/26/2019 17:14:29,CC5,1
01103F686A,05/26/2019 17:14:31,CC5,2
01103F3B06,05/26/2019 17:14:32,CC5,1
01103F686A,05/26/2019 17:14:33,CC5,2
01103F3B06,05/26/2019 17:14:34,CC5,1
01103F686A,05/26/2019 17:14:36,CC5,2
01103F3B06,05/26/2019 17:14:37,CC5,1
01103F686A,05/26/2019 17:14:38,CC5,1
01103F686A,05/26/2019 17:14:46,CC5,1
01103F686A,05/26/2019 17:14:55,CC5,1
01103F686A,05/26/2019 17:15:04,CC5,1
01103F686A,05/26/2019 17:15:15,CC5,1
01103F686A,05/26/2019 17:16:14,CC5,1
01103F686A,05/26/2019 17:16:23,CC5,1
01103F686A,05/26/2019 18:16:11,CC5,2
01103F3B06,05/26/2019 18:16:15,CC5,1
01103F686A,05/26/2019 18:16:16,CC5,1
01103F686A,05/26/2019 18:16:25,CC5,1
01103F686A,05/26/2019 18:16:34,CC5,1
01103F686A,05/26/2019 18:16:48,CC5,1
01103F686A,05/26/2019 18:16:57,CC5,1
01103F686A,05/26/2019 18:17:50,CC5,1
01103F686A,05/26/2019 19:00:10,CC5,1
01103F686A,05/26/2019 19:00:37,CC5,1
01103F686A,05/26/2019 19:00:46,CC5,1
01103F686A,05/26/2019 19:00:55,CC5,1
01103F686A,05/26/2019 19:01:04,CC5,1
01103F686A,05/26/2019 19:01:13,CC5,1
01103F686A,05/26/2019 19:01:22,CC5,1
01103F686A,05/26/2019 19:01:31,CC5,1
01103F686A,05/26/2019 19:01:40,CC5,2
01103F3B06,05/26/2019 19:01:44,CC5,2
01103F3B06,05/26/2019 19:01:57,CC5,2
01103F3B06,05/27/2019 05:37:40,CC5,1
01103F686A,05/27/2019 05:37:41,CC5,1
01103F686A,05/27/2019 05:38:01,CC5,2
01103F3B06,05/27/2019 05:38:02,CC5,1
01103F686A,05/27/2019 05:38:04,CC5,2
01103F3B06,05/27/2019 05:38:05,CC5,1
01103F686A,05/27/2019 05:38:06,CC5,1
01103F686A,05/27/2019 05:38:22,CC5,1
01103F686A,05/27/2019 05:38:31,CC5,1
01103F686A,05/27/2019 05:38:45,CC5,1
01103F686A,05/27/2019 05:38:54,CC5,1
01103F686A,05/27/2019 05:39:03,CC5,1
01103F686A,05/27/2019 05:39:12,CC5,1
01103F686A,05/27/2019 05:39:21,CC5,1
01103F686A,05/27/2019 05:39:33,CC5,1
01103F686A,05/27/2019 07:09:18,CC5,2
01103F3B06,05/27/2019 08:15:49,CC5,2
01103F3B06,05/27/2019 08:15:58,CC5,2
01103F3B06,05/27/2019 08:16:08,CC5,2
01103F3B06,05/27/2019 08:16:17,CC5,2
01103F3B06,05/27/2019 08:16:26,CC5,2
01103F3B06,05/27/2019 08:16:35,CC5,2
01103F3B06,05/27/2019 08:16:45,CC5,2
01103F3B06,05/27/2019 08:16:54,CC5,2
01103F3B06,05/27/2019 08:17:03,CC5,2
01103F3B06,05/27/2019 08:17:11,CC5,2
01103F3B06,05/27/2019 08:17:20,CC5,2
01103F3B06,05/27/2019 08:17:29,CC5,2
01103F686A,05/27/2019 08:51:46,CC5,2
01103F686A,05/27/2019 08:51:55,CC5,2
01103F686A,05/27/2019 08:52:04,CC5,1
01103F686A,05/27/2019 09:32:29,CC5,1
01103F686A,05/27/2019 14:35:39,CC5,2
01103F686A,05/27/2019 16:11:21,CC5,2
01103F686A,05/27/2019 16:11:30,CC5,2
01103F686A,05/27/2019 16:11:39,CC5,2
01103F686A,05/27/2019 16:11:48,CC5,2
01103F686A,05/27/2019 16:11:57,CC5,2
01103F686A,05/27/2019 16:12:06,CC5,2
01103F686A,05/27/2019 16:12:16,CC5,2
01103F3B06,05/27/2019 16:14:11,CC5,2
01103F3B06,05/27/2019 16:14:22,CC5,1
01103F686A,05/27/2019 17:31:25,CC5,1
01103F686A,05/27/2019 17:31:34,CC5,1
01103F686A,05/27/2019 17:31:46,CC5,1
01103F686A,05/27/2019 17:31:57,CC5,1
01103F686A,05/27/2019 17:32:09,CC5,1
01103F686A,05/27/2019 17:32:22,CC5,2
01103F686A,05/27/2019 18:18:34,CC5,2
01103F686A,05/27/2019 18:18:43,CC5,2
01103F686A,05/27/2019 18:18:52,CC5,2
01103F686A,05/27/2019 18:19:01,CC5,2
01103F686A,05/27/2019 18:19:10,CC5,2
01103F686A,05/27/2019 18:19:19,CC5,2
01103F686A,05/27/2019 18:19:28,CC5,2
01103F686A,05/27/2019 18:54:40,CC5,2
01103F686A,05/27/2019 18:54:49,CC5,2
01103F686A,05/27/2019 18:54:58,CC5,2
01103F686A,05/27/2019 18:55:07,CC5,2
01103F686A,05/27/2019 18:55:16,CC5,2
01103F686A,05/27/2019 18:55:25,CC5,2
01103F686A,05/27/2019 18:55:34,CC5,2
01103F686A,05/27/2019 18:56:00,CC5,2
01103F686A,05/27/2019 18:56:15,CC5,2
